No. Orden,N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Ruta,Year.1,Quarter.1,Month.1,Day.1,RESIDENTE/FIJO,time,viabilidad,veces_obj,pagofinal
68581,09HB331668,2019,Qtr 2,April,1,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,1,1,17,0,0,0
68583,0EX9286123,2019,Qtr 2,April,1,CORRECTIVO,0.3,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,DURANGO,2019,Qtr 2,April,2,0,11,0.6,0.06,819
68585,0UHA002004,2019,Qtr 2,April,1,CORRECTIVO,1.75,High End Cut Sheet,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,3,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,2,0,32,1.15,0.583333333333333,2466.75
68587,09HB331667,2019,Qtr 2,April,1,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,1,NA,13,0,0,0
68589,0BG2947159,2019,Qtr 2,April,1,CORRECTIVO,1.916667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,4,0,6,0.6,0.47916675,943.8
68590,0Y4X847064,2019,Qtr 2,April,1,CORRECTIVO,1.333333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,1,1,33,0,0,0
68602,0C4X008122,2019,Qtr 2,April,1,CORRECTIVO,4.15,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,MICHOACAN,2019,Qtr 2,April,9,NA,0,0,0,0
68614,03AG879712,2019,Qtr 2,April,1,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,1,0,54,0,0,1365
68623,0EX7407523,2019,Qtr 2,April,1,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,2,0,24,0,0,1365
68625,5BT705040,2019,Qtr 2,April,1,CORRECTIVO,1.2,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,2,NA,0,0,0,0
68631,0XPN396574,2019,Qtr 2,April,1,CORRECTIVO,0.05,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,3,0,6,0.6,0.0125,943.8
68632,0RXD109069,2019,Qtr 2,April,1,MANTENIMIENTO PREVENTIVO,0,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,3,0,13,0,0,715
68641,0MX4465075,2019,Qtr 2,April,1,CORRECTIVO,0.3,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A3 Office Color Laser MFPs,GUANAJUATO,2019,Qtr 2,April,2,NA,0,0,0,0
68646,0XEH798026,2019,Qtr 2,April,1,CORRECTIVO,0.25,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,3,0,6,0,0.05,0
68648,0E2B646633,2019,Qtr 2,April,1,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,TAMAULIPAS,2019,Qtr 2,April,2,0,21,0,0,1573
68649,0BG2946786,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,2,0,1,0,0,1573
68650,0BG2939611,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,2,0,4,0,0,1573
68655,0B2R088357,2019,Qtr 2,April,2,CORRECTIVO,0.6333333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,COLIMA,2019,Qtr 2,April,2,1,22,0,0,0
68656,03AG879712,2019,Qtr 2,April,2,CORRECTIVO,2.333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,2,0,1,0,0.4666666,0
68663,0C4X012642,2019,Qtr 2,April,2,CORRECTIVO,2.466667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,2,0,245,1.05,0.4933334,750.75
68665,0BG2947512,2019,Qtr 2,April,2,CORRECTIVO,7.333333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,COAHUILA,2019,Qtr 2,April,8,0,28,1.05,1.83333325,1323.9416994375
68667,0D6X468206,2019,Qtr 2,April,2,CORRECTIVO,2.216667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,JALISCO,2019,Qtr 2,April,3,0,5,0,0.4433334,0
68671,0PW4979941,2019,Qtr 2,April,2,CORRECTIVO,0.03333334,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,QUERETARO,2019,Qtr 2,April,4,0,11,0.8,0.008333335,1258.4
68675,09HB331532,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,2,NA,47,0,0,0
68677,0XPN393392,2019,Qtr 2,April,2,CORRECTIVO,0.3666667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,GUANAJUATO,2019,Qtr 2,April,2,0,95,1.15,0.091666675,1808.95
68679,09HB331393,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,2,NA,21,0,0,0
68681,0EX9664460,2019,Qtr 2,April,2,CORRECTIVO,0.8,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,ESTADO DE MEXICO,2019,Qtr 2,April,2,0,18,0.8,0.16,1092
68682,0BG2949273,2019,Qtr 2,April,2,CORRECTIVO,1.583333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,9,0,19,1.05,0.39583325,1651.65
68683,0BG2948894,2019,Qtr 2,April,2,CORRECTIVO,2.816667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,2,0,20,1.05,0.70416675,1651.65
68691,0Y4X848740,2019,Qtr 2,April,2,CORRECTIVO,2.116667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,METRO,5,9,Ciudad principal,Light Production Digital Business,CIUDAD DE MEXICO,2019,Qtr 2,April,2,1,12,0,0,0
68693,0E2B646616,2019,Qtr 2,April,2,CORRECTIVO,1.916667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,2,0,20,1.05,0.47916675,1651.65
68694,0A1H020656,2019,Qtr 2,April,2,CORRECTIVO,3,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,8,0,19,1.05,0.75,1651.65
68696,0BG2951477,2019,Qtr 2,April,2,CORRECTIVO,1.583333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,5,0,29,1.05,0.39583325,1651.65
68700,09HB331354,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,2,NA,47,0,0,0
68701,0D6X458381,2019,Qtr 2,April,2,CORRECTIVO,0.3666667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,TAMAULIPAS,2019,Qtr 2,April,11,0,71,1.05,0.07333334,750.75
68707,0Y4X848744,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,2,1,69,0,0,0
68708,0Y4X848744,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,2,1,0,0,0,0
68723,09HB331488,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,2,NA,19,0,0,0
68728,0X76703795,2019,Qtr 2,April,2,CORRECTIVO,0.3333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,3,0,35,1.05,0.06666666,1433.25
68731,0EX7416648,2019,Qtr 2,April,2,CORRECTIVO,0.5166667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,2,0,7,0.6,0.10333334,819
68737,0EX9664210,2019,Qtr 2,April,2,CORRECTIVO,2.733333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,2,0,21,0.8,0.5466666,1092
68740,0LBT206071,2019,Qtr 2,April,2,CORRECTIVO,1.3,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,4,0,83,1.05,0.26,750.75
68741,0AE9560627,2019,Qtr 2,April,2,CORRECTIVO,2.483333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,2,0,251,1.1,0.4966666,1501.5
68745,09HB331423,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,2,NA,43,0,0,0
68746,0WXP008416,2019,Qtr 2,April,2,CORRECTIVO,3.166667,Xerox Color Press,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,13,0,4,0.8,0.79166675,1716
68757,0Y4X845171,2019,Qtr 2,April,2,CORRECTIVO,0.4166667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,CHIHUAHUA,2019,Qtr 2,April,2,1,26,0,0,0
68760,0XEL562732,2019,Qtr 2,April,2,CORRECTIVO,1.766667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,MICHOACAN,2019,Qtr 2,April,2,0,14,0.6,0.196296333333333,819
68761,09HB335110,2019,Qtr 2,April,2,CORRECTIVO,2.533333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,2,0,47,0.8,0.5066666,572
68767,0E2B646602,2019,Qtr 2,April,2,CORRECTIVO,1.266667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,2,0,11,0.8,0.31666675,1258.4
68768,0Y2B003355,2019,Qtr 2,April,2,CORRECTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,2,0,7,0.6,0,819
68769,0LX5688824,2019,Qtr 2,April,2,CORRECTIVO,2.95,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,2,0,4,0,0.59,0
68770,0MX1186333,2019,Qtr 2,April,2,CORRECTIVO,3.966667,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,3,0,74,1.1,0.7933334,1501.5
68771,0MX1185934,2019,Qtr 2,April,2,CORRECTIVO,2.833333,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,3,0,26,0.8,0.5666666,1092
68774,0Y4X848833,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,2,1,35,0,0,0
68781,0XEL569871,2019,Qtr 2,April,2,CORRECTIVO,0.4333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,3,0,7,0.6,0.08666666,819
68784,0XPN553133,2019,Qtr 2,April,2,CORRECTIVO,0.3333333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,GUANAJUATO,2019,Qtr 2,April,2,0,112,1.15,0.083333325,1808.95
68785,0BG2941140,2019,Qtr 2,April,2,CORRECTIVO,0.3666667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,2,0,18,1.05,0.091666675,1651.65
68791,0C4X008113,2019,Qtr 2,April,2,CORRECTIVO,2.483333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,2,0,278,1.05,0.4966666,750.75
68794,0A2T380265,2019,Qtr 2,April,2,CORRECTIVO,2.65,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,4,0,119,1.05,0.53,750.75
68795,0UHA001710,2019,Qtr 2,April,2,CORRECTIVO,2.8,High End Cut Sheet,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,3,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,10,0,6,0.8,0.933333333333333,1716
68802,0BB1250884,2019,Qtr 2,April,2,CORRECTIVO,0.5166667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,MICHOACAN,2019,Qtr 2,April,9,0,363,1.05,0.0574074111111111,750.75
68803,001161065,2019,Qtr 2,April,2,INSTALACION NUEVA,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,MICHOACAN,2019,Qtr 2,April,11,NA,0,0,0,0
68814,09HB331815,2019,Qtr 2,April,2,CORRECTIVO,0.4166667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,2,NA,4,0,0,0
68818,0EX7397457,2019,Qtr 2,April,2,CORRECTIVO,5.416667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,15,0,69,1.1,1.0833334,1473.06247725
68819,0BG0974969,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,2,1,4,0,0,0
68828,03AG880318,2019,Qtr 2,April,2,CORRECTIVO,0.3,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,NUEVO LEON,2019,Qtr 2,April,2,0,21,0.8,0.06,1092
68836,0Y4X843007,2019,Qtr 2,April,2,CORRECTIVO,1.833333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,GUANAJUATO,2019,Qtr 2,April,3,0,82,1.1,0.3666666,1501.5
68837,0Y4X849031,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,2,1,7,0,0,0
68844,06HB015881,2019,Qtr 2,April,2,CORRECTIVO,3.2,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,3,0,0,1.05,0.64,750.75
68845,0C7X246782,2019,Qtr 2,April,2,CORRECTIVO,1.416667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,5,NA,0,0,0,0
68851,0BG0962083,2019,Qtr 2,April,2,CORRECTIVO,0.55,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,5,0,11,0.8,0.1375,1258.4
68852,0E2B658304,2019,Qtr 2,April,2,CORRECTIVO,0.6833333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,2,0,5,0.6,0.170833325,943.8
68853,03AG880355,2019,Qtr 2,April,2,CORRECTIVO,0.6,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,3,0,6,0,0.12,0
68854,0BG2947925,2019,Qtr 2,April,2,CORRECTIVO,0.85,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,3,0,36,1.1,0.2125,1730.3
68869,0B2R091016,2019,Qtr 2,April,2,CORRECTIVO,0.6166667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,3,0,106,1.15,0.154166675,1808.95
68870,09HB916056,2019,Qtr 2,April,2,CORRECTIVO,0.2166667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,5,0,12,0,0.04333334,0
68878,0D6X456699,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,4,0,67,0,0,715
68880,0C7X371958,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,3,0,26,0,0,715
68881,0E2B656981,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,TAMAULIPAS,2019,Qtr 2,April,3,0,8,0,0,1573
68892,0LBP345977,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,3,NA,0,0,0,0
68896,0MX1204989,2019,Qtr 2,April,3,CORRECTIVO,0.5,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A3 Office Color Laser MFPs,COAHUILA,2019,Qtr 2,April,5,NA,30,0,0,0
68899,0C4X011869,2019,Qtr 2,April,3,CORRECTIVO,2.916667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,5,NA,0,0,0,0
68900,0VGW632064,2019,Qtr 2,April,3,CORRECTIVO,0,A3 Professional Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Entry Production Color Low/Mid,CHIHUAHUA,2019,Qtr 2,April,5,0,2,0,0,0
68901,02TX062470,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,3,1,36,0,0,0
68919,09HB331831,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,3,NA,13,0,0,0
68923,0PW4152292,2019,Qtr 2,April,3,CORRECTIVO,0.7833334,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,5,0,2,0.2,0.19583335,314.6
68925,0XPN396972,2019,Qtr 2,April,3,CORRECTIVO,1.166667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,4,0,28,1.05,0.29166675,1651.65
68927,0EX9299901,2019,Qtr 2,April,3,CORRECTIVO,1.216667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,3,0,1,0,0.2433334,0
68929,0EX7399926,2019,Qtr 2,April,3,CORRECTIVO,1.166667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,3,0,33,1.05,0.2333334,1433.25
68932,0Y4X848684,2019,Qtr 2,April,3,CORRECTIVO,1.383333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,METRO,5,9,Ciudad principal,A4 Mono MFPs,CIUDAD DE MEXICO,2019,Qtr 2,April,3,1,62,0,0,0
68933,02TX060372,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,3,1,35,0,0,0
68934,0EX7407508,2019,Qtr 2,April,3,CORRECTIVO,0.4,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,5,0,111,1.1,0.08,1501.5
68935,09HB332057,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,3,NA,20,0,0,0
68936,0A4T554401,2019,Qtr 2,April,3,CORRECTIVO,1.166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,4,0,146,1.05,0.2333334,750.75
68940,09HB331974,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,3,1,28,0,0,0
68952,09HB331967,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,AGUASCALIENTES,2019,Qtr 2,April,4,1,0,0,0,0
68953,0RXD136704,2019,Qtr 2,April,3,CORRECTIVO,1.5,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,3,0,70,1.05,0.3,750.75
68954,001161065,2019,Qtr 2,April,3,INSTALACION NUEVA,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,MICHOACAN,2019,Qtr 2,April,8,NA,-8,0,0,0
68958,0C4X008250,2019,Qtr 2,April,3,CORRECTIVO,2.633333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,3,0,232,1.05,0.5266666,750.75
