N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Cliente,Ruta,Year.1,Quarter.1,Month.1,Day.1,time,viabilidad,veces_obj,pagofinal
0XPN546792,2019,Qtr 2,April,1,CORRECTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,1,14,0.8,0,1258.4
0Y4X830352,2019,Qtr 2,April,1,CORRECTIVO,0.4833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,DURANGO,2019,Qtr 2,April,2,32,1.05,0.09666666,1433.25
C7X376359,2019,Qtr 2,April,1,CORRECTIVO,0.3166667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,4,75,1.1,0,750.75
03AG879712,2019,Qtr 2,April,2,CORRECTIVO,2.333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,2,1,0,0.4666666,0
03AG880318,2019,Qtr 2,April,2,CORRECTIVO,0.3,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,2,21,0.8,0.06,1092
03AG880355,2019,Qtr 2,April,2,CORRECTIVO,0.6,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,3,6,0,0.12,0
09HB335110,2019,Qtr 2,April,2,CORRECTIVO,2.533333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,2,48,0.8,0.5066666,572
0A1H020656,2019,Qtr 2,April,2,CORRECTIVO,3,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,8,26,1.05,0.75,1651.65
0A2T380265,2019,Qtr 2,April,2,CORRECTIVO,2.65,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,4,119,1.05,0.53,750.75
0AE9560627,2019,Qtr 2,April,2,CORRECTIVO,2.483333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,2,253,1.1,0.4966666,1501.5
0B2R091016,2019,Qtr 2,April,2,CORRECTIVO,0.6166667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,3,112,1.15,0.154166675,1808.95
0BB1250884,2019,Qtr 2,April,2,CORRECTIVO,0.5166667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,9,370,1.05,0.0574074111111111,750.75
0BG0962083,2019,Qtr 2,April,2,CORRECTIVO,0.55,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,11,0.8,0.1375,1258.4
0BG2939611,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,2,4,0,0,1573
0BG2941140,2019,Qtr 2,April,2,CORRECTIVO,0.3666667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,2,21,1.05,0.091666675,1651.65
0BG2946786,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,2,2,0,0,1573
0BG2947512,2019,Qtr 2,April,2,CORRECTIVO,7.333333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,8,29,1.05,1.83333325,1323.9416994375
0BG2947925,2019,Qtr 2,April,2,CORRECTIVO,0.85,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,3,37,1.1,0.2125,1730.3
0BG2948894,2019,Qtr 2,April,2,CORRECTIVO,2.816667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,2,21,1.05,0.70416675,1651.65
0BG2949273,2019,Qtr 2,April,2,CORRECTIVO,1.583333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,9,21,1.05,0.39583325,1651.65
0BG2951477,2019,Qtr 2,April,2,CORRECTIVO,1.583333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,42,1.1,0.39583325,1730.3
0C4X008113,2019,Qtr 2,April,2,CORRECTIVO,2.483333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,2,278,1.05,0.4966666,750.75
0C4X012642,2019,Qtr 2,April,2,CORRECTIVO,2.466667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,2,245,1.05,0.4933334,750.75
0D6X456699,2019,Qtr 2,April,2,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,4,68,0,0,715
0D6X458381,2019,Qtr 2,April,2,CORRECTIVO,0.3666667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,11,74,1.05,0.07333334,750.75
0D6X468206,2019,Qtr 2,April,2,CORRECTIVO,2.216667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,3,5,0,0.4433334,0
0E2B646602,2019,Qtr 2,April,2,CORRECTIVO,1.266667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,2,14,0.8,0.31666675,1258.4
0E2B646616,2019,Qtr 2,April,2,CORRECTIVO,1.916667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,2,26,1.05,0.47916675,1651.65
0E2B658304,2019,Qtr 2,April,2,CORRECTIVO,0.6833333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,2,7,0.8,0.170833325,1258.4
0EX7397457,2019,Qtr 2,April,2,CORRECTIVO,5.416667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,15,70,1.1,1.0833334,1473.06247725
0EX7416648,2019,Qtr 2,April,2,CORRECTIVO,0.5166667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,2,7,0.6,0.10333334,819
0EX9664210,2019,Qtr 2,April,2,CORRECTIVO,2.733333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,2,22,0.8,0.5466666,1092
0EX9664460,2019,Qtr 2,April,2,CORRECTIVO,0.8,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,ESTADO DE MEXICO,2019,Qtr 2,April,2,18,0.8,0.16,1092
0LBT206071,2019,Qtr 2,April,2,CORRECTIVO,1.3,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,4,88,1.05,0.26,750.75
0LX5688824,2019,Qtr 2,April,2,CORRECTIVO,2.95,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,2,4,0,0.59,0
0MX1185934,2019,Qtr 2,April,2,CORRECTIVO,2.833333,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,3,33,1.05,0.5666666,1433.25
0MX1186333,2019,Qtr 2,April,2,CORRECTIVO,3.966667,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,3,75,1.1,0.7933334,1501.5
0PW4979941,2019,Qtr 2,April,2,CORRECTIVO,0.03333334,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,4,22,1.05,0.008333335,1651.65
0UHA001710,2019,Qtr 2,April,2,CORRECTIVO,2.8,High End Cut Sheet,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,3,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,10,8,1.05,0.933333333333333,2252.25
0WXP008416,2019,Qtr 2,April,2,CORRECTIVO,3.166667,Xerox Color Press,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,13,4,0.8,0.79166675,1716
0X76703795,2019,Qtr 2,April,2,CORRECTIVO,0.3333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,3,36,1.05,0.06666666,1433.25
0XEL562732,2019,Qtr 2,April,2,CORRECTIVO,1.766667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,2,20,0.8,0.196296333333333,1092
0XEL569871,2019,Qtr 2,April,2,CORRECTIVO,0.4333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,3,7,0.6,0.08666666,819
0XPN393392,2019,Qtr 2,April,2,CORRECTIVO,0.3666667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,2,97,1.15,0.091666675,1808.95
0XPN553133,2019,Qtr 2,April,2,CORRECTIVO,0.3333333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,2,117,1.15,0.083333325,1808.95
0Y2B003355,2019,Qtr 2,April,2,CORRECTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,2,7,0.6,0,819
0Y4X843007,2019,Qtr 2,April,2,CORRECTIVO,1.833333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,3,88,1.1,0.3666666,1501.5
03AG880318,2019,Qtr 2,April,3,CORRECTIVO,0.45,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,4,1,0,0.09,0
03BT801966,2019,Qtr 2,April,3,INSTALACION NUEVA,0.1666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,SAN LUIS POTOSI,2019,Qtr 2,April,8,34,0,0,715
07CX043832,2019,Qtr 2,April,3,CORRECTIVO,0.3333333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,4,103,1.1,0.06666666,1501.5
08TB608554,2019,Qtr 2,April,3,CORRECTIVO,0.95,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,43,1.1,0,1433.25
09HB321394,2019,Qtr 2,April,3,CORRECTIVO,8.133333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,4,317,1.05,0.903703666666667,750.75
0A4T554283,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,4,9,0,0,715
0A4T554401,2019,Qtr 2,April,3,CORRECTIVO,1.166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,4,146,1.05,0.2333334,750.75
0A4T558105,2019,Qtr 2,April,3,CORRECTIVO,1.633333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,5,363,1.05,0.3266666,750.75
0BB1564141,2019,Qtr 2,April,3,CORRECTIVO,2.75,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,3,106,1.05,0.55,750.75
0BG0964513,2019,Qtr 2,April,3,CORRECTIVO,0.8833333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,ESTADO DE MEXICO,2019,Qtr 2,April,5,26,1.05,0.220833325,1651.65
0BG2951632,2019,Qtr 2,April,3,CORRECTIVO,0.3833333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,3,26,1.05,0.095833325,1651.65
0BG2951668,2019,Qtr 2,April,3,CORRECTIVO,1.033333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,23,1.05,0.25833325,1651.65
0C4X008250,2019,Qtr 2,April,3,CORRECTIVO,2.633333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,3,236,1.05,0.5266666,750.75
0C4X011869,2019,Qtr 2,April,3,CORRECTIVO,2.916667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,5,0,1.1,0,750.75
0C7X246832,2019,Qtr 2,April,3,CORRECTIVO,6.066667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,12,54,0.8,1.2133334,533.86665475
0C7X371958,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,3,26,0,0,715
0D6X461128,2019,Qtr 2,April,3,CORRECTIVO,0.2166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,DURANGO,2019,Qtr 2,April,4,21,0.6,0.04333334,429
0E2B653886,2019,Qtr 2,April,3,CORRECTIVO,0.2,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,4,22,1.05,0.05,1651.65
0E2B656981,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,3,8,0,0,1573
0E2B658511,2019,Qtr 2,April,3,CORRECTIVO,0.2,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,3,126,1.15,0.05,1808.95
0E2B666269,2019,Qtr 2,April,3,CORRECTIVO,0.25,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,4,6,0.6,0.0625,943.8
0EX7399926,2019,Qtr 2,April,3,CORRECTIVO,1.166667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,3,33,1.05,0.2333334,1433.25
0EX7407508,2019,Qtr 2,April,3,CORRECTIVO,0.4,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,5,111,1.1,0.08,1501.5
0EX9283991,2019,Qtr 2,April,3,CORRECTIVO,2.033333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,3,29,0.8,0.4066666,1092
0EX9286123,2019,Qtr 2,April,3,CORRECTIVO,0.1666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,DURANGO,2019,Qtr 2,April,3,2,0,0.03333334,0
0EX9293385,2019,Qtr 2,April,3,CORRECTIVO,0.4166667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,3,8,0.6,0.08333334,819
0EX9296094,2019,Qtr 2,April,3,CORRECTIVO,1.133333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,3,70,1.1,0.2266666,1501.5
0EX9299901,2019,Qtr 2,April,3,CORRECTIVO,1.216667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,3,9,0.6,0.2433334,819
0KPA018636,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,5,14,0,0,715
0LA6296487,2019,Qtr 2,April,3,CORRECTIVO,1.75,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,ESTADO DE MEXICO,2019,Qtr 2,April,3,0,1.1,0,750.75
0LBP345977,2019,Qtr 2,April,3,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,3,7,1.1,0,715
0LNX631348,2019,Qtr 2,April,3,CORRECTIVO,0.1333333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,10,12,1.1,0,347.75
0MX1204989,2019,Qtr 2,April,3,CORRECTIVO,0.5,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,5,34,1.1,0,1433.25
0MX4465117,2019,Qtr 2,April,3,CORRECTIVO,0.8,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,4,84,1.1,0.16,1501.5
0PW4152292,2019,Qtr 2,April,3,CORRECTIVO,0.7833334,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,5,2,0.2,0.19583335,314.6
0RXD136704,2019,Qtr 2,April,3,CORRECTIVO,1.5,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,3,71,1.05,0.3,750.75
